REF_DATE,GEO,DGUID,Age.at.time.of.death,Sex,Leading.causes.of.death..ICD.10.,Characteristics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,23,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,22,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,23,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,22,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,22,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,22,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,21,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,21,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,21,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,20,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,21,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,21,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Rank of leading causes of death,Number,223,units,0,v41341073,1.1.1.17.1,21,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,487,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,515,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,532,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,417,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,494,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,395,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,499,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,512,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,524,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,480,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,541,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,477,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,505,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,459,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,471,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,474,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,541,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,523,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,543,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,627,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,652,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Anaemias [D50-D64],Number of deaths,Number,223,units,0,v41341074,1.1.1.17.2,654,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,7,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,7,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,7,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,6,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,7,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,7,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Rank of leading causes of death,Number,223,units,0,v41341075,1.1.1.18.1,7,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7097,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7868,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7970,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7823,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7881,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7261,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7394,,NA,NA,0
2008,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7521,,NA,NA,0
2009,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,6923,,NA,NA,0
2010,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,6942,,NA,NA,0
2011,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7255,,NA,NA,0
2012,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,6993,,NA,NA,0
2013,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7045,,NA,NA,0
2014,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7071,,NA,NA,0
2015,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7172,,NA,NA,0
2016,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,6838,,NA,NA,0
2017,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,6938,,NA,NA,0
2018,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,6864,,NA,NA,0
2019,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,6987,,NA,NA,0
2020,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7654,,NA,NA,0
2021,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7472,,NA,NA,0
2022,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Diabetes mellitus [E10-E14],Number of deaths,Number,223,units,0,v41341076,1.1.1.18.2,7557,,NA,NA,0
2001,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Nutritional deficiencies [E40-E64],Rank of leading causes of death,Number,223,units,0,v41341077,1.1.1.19.1,27,,NA,NA,0
2002,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Nutritional deficiencies [E40-E64],Rank of leading causes of death,Number,223,units,0,v41341077,1.1.1.19.1,27,,NA,NA,0
2003,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Nutritional deficiencies [E40-E64],Rank of leading causes of death,Number,223,units,0,v41341077,1.1.1.19.1,28,,NA,NA,0
2004,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Nutritional deficiencies [E40-E64],Rank of leading causes of death,Number,223,units,0,v41341077,1.1.1.19.1,28,,NA,NA,0
2005,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Nutritional deficiencies [E40-E64],Rank of leading causes of death,Number,223,units,0,v41341077,1.1.1.19.1,28,,NA,NA,0
2006,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Nutritional deficiencies [E40-E64],Rank of leading causes of death,Number,223,units,0,v41341077,1.1.1.19.1,29,,NA,NA,0
2007,"Canada, place of residence",2016A000011124,"Age at time of death, all ages",Both sexes,Nutritional deficiencies [E40-E64],Rank of leading causes of death,Number,223,units,0,v41341077,1.1.1.19.1,28,,NA,NA,0
