Year,Leading_Cause_Death,Ranking,Number_Death
2018,Alzheimer's disease [G30],7,2436
2019,Alzheimer's disease [G30],6,2208
2020,Alzheimer's disease [G30],7,1861
2021,Alzheimer's disease [G30],7,1606
2022,Alzheimer's disease [G30],8,1552
2018,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,12614
2019,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,12192
2020,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,12106
2021,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,12235
2022,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,13250
2018,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",20,143
2019,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",19,147
2020,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",18,221
2021,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",19,206
2022,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",18,239
2018,Cerebrovascular diseases [I60-I69],5,2973
2019,Cerebrovascular diseases [I60-I69],5,2981
2020,Cerebrovascular diseases [I60-I69],5,2845
2021,Cerebrovascular diseases [I60-I69],5,2814
2022,Cerebrovascular diseases [I60-I69],6,3101
2018,Atherosclerosis [I70],24,95
2019,Atherosclerosis [I70],23,98
2020,Atherosclerosis [I70],24,110
2021,Atherosclerosis [I70],25,99
2022,Atherosclerosis [I70],26,95
2018,Aortic aneurysm and dissection [I71],16,370
2019,Aortic aneurysm and dissection [I71],16,369
2020,Aortic aneurysm and dissection [I71],17,341
2021,Aortic aneurysm and dissection [I71],17,358
2022,Aortic aneurysm and dissection [I71],17,343
2018,Influenza and pneumonia [J09-J18],6,2841
2019,Influenza and pneumonia [J09-J18],7,1997
2020,Influenza and pneumonia [J09-J18],8,1807
2021,Influenza and pneumonia [J09-J18],9,1101
2022,Influenza and pneumonia [J09-J18],7,1694
2018,Acute bronchitis and bronchiolitis [J20-J21],28,47
2019,Acute bronchitis and bronchiolitis [J20-J21],34,10
2020,Acute bronchitis and bronchiolitis [J20-J21],37,9
2021,Acute bronchitis and bronchiolitis [J20-J21],39,5
2022,Acute bronchitis and bronchiolitis [J20-J21],38,7
2018,Chronic lower respiratory diseases [J40-J47],3,3214
2019,Chronic lower respiratory diseases [J40-J47],4,3191
2020,Chronic lower respiratory diseases [J40-J47],6,2758
2021,Chronic lower respiratory diseases [J40-J47],6,2721
2022,Chronic lower respiratory diseases [J40-J47],5,3145
2018,"Pneumoconioses and chemical effects [J60-J66, J68]",31,33
2019,"Pneumoconioses and chemical effects [J60-J66, J68]",29,30
2020,"Pneumoconioses and chemical effects [J60-J66, J68]",30,33
2021,"Pneumoconioses and chemical effects [J60-J66, J68]",29,41
2022,"Pneumoconioses and chemical effects [J60-J66, J68]",29,36
2018,Pneumonitis due to solids and liquids [J69],14,532
2019,Pneumonitis due to solids and liquids [J69],13,497
2020,Pneumonitis due to solids and liquids [J69],15,487
2021,Pneumonitis due to solids and liquids [J69],15,534
2022,Pneumonitis due to solids and liquids [J69],15,518
2018,Peptic ulcer [K25-K28],27,68
2019,Peptic ulcer [K25-K28],25,78
2020,Peptic ulcer [K25-K28],27,77
2021,Peptic ulcer [K25-K28],27,58
2022,Peptic ulcer [K25-K28],27,83
2018,Diseases of appendix [K35-K38],36,10
2019,Diseases of appendix [K35-K38],36,7
2020,Diseases of appendix [K35-K38],34,16
2021,Diseases of appendix [K35-K38],33,18
2022,Diseases of appendix [K35-K38],35,14
2018,Hernia [K40-K46],23,98
2019,Hernia [K40-K46],22,113
2020,Hernia [K40-K46],24,110
2021,Hernia [K40-K46],23,117
2022,Hernia [K40-K46],24,137
2018,"Chronic liver disease and cirrhosis [K70, K73-K74]",11,695
2019,"Chronic liver disease and cirrhosis [K70, K73-K74]",11,708
2020,"Chronic liver disease and cirrhosis [K70, K73-K74]",12,756
2021,"Chronic liver disease and cirrhosis [K70, K73-K74]",12,824
2022,"Chronic liver disease and cirrhosis [K70, K73-K74]",12,838
2018,Cholelithiasis and other disorders of gallbladder [K80-K82],21,131
2019,Cholelithiasis and other disorders of gallbladder [K80-K82],21,119
2020,Cholelithiasis and other disorders of gallbladder [K80-K82],22,129
2021,Cholelithiasis and other disorders of gallbladder [K80-K82],22,145
2022,Cholelithiasis and other disorders of gallbladder [K80-K82],23,147
2018,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",10,1045
2019,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",10,1032
2020,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",10,1167
2021,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",10,1051
2022,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",10,1141
2018,"Infections of kidney [N10-N12, N13.6, N15.1]",25,85
2019,"Infections of kidney [N10-N12, N13.6, N15.1]",26,77
2020,"Infections of kidney [N10-N12, N13.6, N15.1]",26,97
2021,"Infections of kidney [N10-N12, N13.6, N15.1]",25,99
2022,"Infections of kidney [N10-N12, N13.6, N15.1]",25,97
2018,Hyperplasia of prostate [N40],32,27
2019,Hyperplasia of prostate [N40],30,21
2020,Hyperplasia of prostate [N40],31,32
2021,Hyperplasia of prostate [N40],28,42
2022,Hyperplasia of prostate [N40],28,49
2018,Inflammatory diseases of female pelvic organs [N70-N76],38,3
2019,Inflammatory diseases of female pelvic organs [N70-N76],33,11
2020,Inflammatory diseases of female pelvic organs [N70-N76],38,6
2021,Inflammatory diseases of female pelvic organs [N70-N76],37,8
2022,Inflammatory diseases of female pelvic organs [N70-N76],37,8
2018,"Pregnancy, childbirth and the puerperium [O00-O99]",37,4
2019,"Pregnancy, childbirth and the puerperium [O00-O99]",38,4
2020,"Pregnancy, childbirth and the puerperium [O00-O99]",39,5
2021,"Pregnancy, childbirth and the puerperium [O00-O99]",40,4
2022,"Pregnancy, childbirth and the puerperium [O00-O99]",39,3
2018,Certain conditions originating in the perinatal period [P00-P96],17,215
2019,Certain conditions originating in the perinatal period [P00-P96],17,216
2020,Certain conditions originating in the perinatal period [P00-P96],20,212
2021,Certain conditions originating in the perinatal period [P00-P96],18,246
2022,Certain conditions originating in the perinatal period [P00-P96],19,221
2018,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",18,211
2019,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",18,207
2020,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",19,215
2021,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",21,162
2022,"Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]",21,186
2018,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2019,"COVID-19 [U07.1, U07.2, U10.9]",NA,NA
2020,"COVID-19 [U07.1, U07.2, U10.9]",3,8090
2021,"COVID-19 [U07.1, U07.2, U10.9]",4,3283
2022,"COVID-19 [U07.1, U07.2, U10.9]",3,6144
2018,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",4,3164
2019,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,3481
2020,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",4,3718
2021,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",3,3764
2022,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",4,4173
2018,"Intentional self-harm (suicide) [X60-X84, Y87.0]",8,1093
2019,"Intentional self-harm (suicide) [X60-X84, Y87.0]",8,1130
2020,"Intentional self-harm (suicide) [X60-X84, Y87.0]",11,1068
2021,"Intentional self-harm (suicide) [X60-X84, Y87.0]",11,969
2022,"Intentional self-harm (suicide) [X60-X84, Y87.0]",11,1056
2018,"Assault (homicide) [X85-Y09, Y87.1]",26,70
2019,"Assault (homicide) [X85-Y09, Y87.1]",27,52
2020,"Assault (homicide) [X85-Y09, Y87.1]",27,77
2021,"Assault (homicide) [X85-Y09, Y87.1]",30,37
2022,"Assault (homicide) [X85-Y09, Y87.1]",30,28
2018,"Legal intervention [Y35, Y89.0]",38,3
2019,"Legal intervention [Y35, Y89.0]",43,0
2020,"Legal intervention [Y35, Y89.0]",40,4
2021,"Legal intervention [Y35, Y89.0]",43,1
2022,"Legal intervention [Y35, Y89.0]",39,3
2018,"Operations of war and their sequelae [Y36, Y89.1]",43,0
2019,"Operations of war and their sequelae [Y36, Y89.1]",43,0
2020,"Operations of war and their sequelae [Y36, Y89.1]",44,0
2021,"Operations of war and their sequelae [Y36, Y89.1]",45,0
2022,"Operations of war and their sequelae [Y36, Y89.1]",45,0
2018,"Complications of medical and surgical care [Y40-Y84, Y88]",34,12
2019,"Complications of medical and surgical care [Y40-Y84, Y88]",35,9
2020,"Complications of medical and surgical care [Y40-Y84, Y88]",36,12
2021,"Complications of medical and surgical care [Y40-Y84, Y88]",34,13
2022,"Complications of medical and surgical care [Y40-Y84, Y88]",36,11
2018,Other causes of death,NA,12221
2019,Other causes of death,NA,12323
2020,Other causes of death,NA,11857
2021,Other causes of death,NA,12095
2022,Other causes of death,NA,14295
2018,"Total, all causes of death [A00-Y89]",NA,107275
2019,"Total, all causes of death [A00-Y89]",NA,107542
2020,"Total, all causes of death [A00-Y89]",NA,115930
2021,"Total, all causes of death [A00-Y89]",NA,117456
2022,"Total, all causes of death [A00-Y89]",NA,124757
2018,Salmonella infections [A01-A02],39,4
2019,Salmonella infections [A01-A02],41,1
2020,Salmonella infections [A01-A02],41,1
2021,Salmonella infections [A01-A02],41,1
2022,Salmonella infections [A01-A02],41,4
2018,"Shigellosis and amoebiasis [A03, A06]",45,0
2019,"Shigellosis and amoebiasis [A03, A06]",42,0
2020,"Shigellosis and amoebiasis [A03, A06]",42,0
2021,"Shigellosis and amoebiasis [A03, A06]",41,1
2022,"Shigellosis and amoebiasis [A03, A06]",44,0
2018,Tuberculosis [A16-A19],32,37
2019,Tuberculosis [A16-A19],32,35
2020,Tuberculosis [A16-A19],33,46
2021,Tuberculosis [A16-A19],32,55
2022,Tuberculosis [A16-A19],31,61
2018,Whooping cough [A37],42,1
2019,Whooping cough [A37],42,0
2020,Whooping cough [A37],42,0
2021,Whooping cough [A37],46,0
2022,Whooping cough [A37],44,0
2018,"Scarlet fever and erysipelas [A38, A46]",45,0
2019,"Scarlet fever and erysipelas [A38, A46]",42,0
2020,"Scarlet fever and erysipelas [A38, A46]",42,0
2021,"Scarlet fever and erysipelas [A38, A46]",46,0
2022,"Scarlet fever and erysipelas [A38, A46]",43,1
2018,Meningococcal infection [A39],41,2
2019,Meningococcal infection [A39],39,4
2020,Meningococcal infection [A39],42,0
2021,Meningococcal infection [A39],41,1
2022,Meningococcal infection [A39],42,2
2018,Sepsis [A40-A41],13,975
2019,Sepsis [A40-A41],13,996
2020,Sepsis [A40-A41],14,976
2021,Sepsis [A40-A41],14,816
2022,Sepsis [A40-A41],14,904
2018,Syphilis [A50-A53],42,1
2019,Syphilis [A50-A53],42,0
2020,Syphilis [A50-A53],42,0
2021,Syphilis [A50-A53],40,2
2022,Syphilis [A50-A53],44,0
2018,Acute poliomyelitis [A80],45,0
2019,Acute poliomyelitis [A80],42,0
2020,Acute poliomyelitis [A80],42,0
2021,Acute poliomyelitis [A80],46,0
2022,Acute poliomyelitis [A80],44,0
2018,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",45,0
2019,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",42,0
2020,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",42,0
2021,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",41,1
2022,"Arthropod-borne viral encephalitis [A83-A84, A85.2]",44,0
2018,Measles [B05],45,0
2019,Measles [B05],42,0
2020,Measles [B05],42,0
2021,Measles [B05],46,0
2022,Measles [B05],44,0
2018,Viral hepatitis [B15-B19],26,168
2019,Viral hepatitis [B15-B19],26,141
2020,Viral hepatitis [B15-B19],27,120
2021,Viral hepatitis [B15-B19],27,125
2022,Viral hepatitis [B15-B19],28,85
2018,Human immunodeficiency virus [HIV] disease [B20-B24],30,47
2019,Human immunodeficiency virus [HIV] disease [B20-B24],31,47
2020,Human immunodeficiency virus [HIV] disease [B20-B24],30,60
2021,Human immunodeficiency virus [HIV] disease [B20-B24],33,43
2022,Human immunodeficiency virus [HIV] disease [B20-B24],33,48
2018,Malaria [B50-B54],42,1
2019,Malaria [B50-B54],42,0
2020,Malaria [B50-B54],42,0
2021,Malaria [B50-B54],46,0
2022,Malaria [B50-B54],44,0
2018,Malignant neoplasms [C00-C97],1,29702
2019,Malignant neoplasms [C00-C97],1,29495
2020,Malignant neoplasms [C00-C97],1,30002
2021,Malignant neoplasms [C00-C97],1,30751
2022,Malignant neoplasms [C00-C97],1,30452
2018,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",14,670
2019,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",14,644
2020,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",15,708
2021,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",16,667
2022,"In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]",16,688
2018,Anaemias [D50-D64],25,176
2019,Anaemias [D50-D64],23,206
2020,Anaemias [D50-D64],24,212
2021,Anaemias [D50-D64],23,218
2022,Anaemias [D50-D64],22,220
2018,Diabetes mellitus [E10-E14],7,2694
2019,Diabetes mellitus [E10-E14],6,2701
2020,Diabetes mellitus [E10-E14],7,2718
2021,Diabetes mellitus [E10-E14],7,2618
2022,Diabetes mellitus [E10-E14],7,2659
2018,Nutritional deficiencies [E40-E64],29,52
2019,Nutritional deficiencies [E40-E64],27,61
2020,Nutritional deficiencies [E40-E64],31,57
2021,Nutritional deficiencies [E40-E64],28,72
2022,Nutritional deficiencies [E40-E64],30,71
2018,"Meningitis [G00, G03]",33,31
2019,"Meningitis [G00, G03]",34,28
2020,"Meningitis [G00, G03]",35,27
2021,"Meningitis [G00, G03]",35,23
2022,"Meningitis [G00, G03]",34,31
2018,Parkinson's disease [G20-G21],11,1339
2019,Parkinson's disease [G20-G21],12,1363
2020,Parkinson's disease [G20-G21],12,1479
2021,Parkinson's disease [G20-G21],12,1436
2022,Parkinson's disease [G20-G21],12,1479
2018,Alzheimer's disease [G30],8,1994
2019,Alzheimer's disease [G30],8,1932
2020,Alzheimer's disease [G30],9,1847
2021,Alzheimer's disease [G30],8,1857
2022,Alzheimer's disease [G30],9,1852
2018,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,20306
2019,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,20208
2020,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,21086
2021,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,21162
2022,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2,21825
2018,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",17,525
2019,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",16,568
2020,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",16,672
2021,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",17,633
2022,"Essential hypertension and hypertensive renal disease [I10, I12, I15]",17,627
2018,Cerebrovascular diseases [I60-I69],4,5017
2019,Cerebrovascular diseases [I60-I69],4,5092
2020,Cerebrovascular diseases [I60-I69],4,5298
2021,Cerebrovascular diseases [I60-I69],5,4959
2022,Cerebrovascular diseases [I60-I69],5,5078
2018,Atherosclerosis [I70],21,256
2019,Atherosclerosis [I70],21,244
2020,Atherosclerosis [I70],22,229
2021,Atherosclerosis [I70],25,200
2022,Atherosclerosis [I70],25,193
2018,Aortic aneurysm and dissection [I71],15,572
2019,Aortic aneurysm and dissection [I71],15,590
2020,Aortic aneurysm and dissection [I71],18,576
2021,Aortic aneurysm and dissection [I71],18,563
2022,Aortic aneurysm and dissection [I71],18,542
2018,Influenza and pneumonia [J09-J18],6,3099
2019,Influenza and pneumonia [J09-J18],7,2657
2020,Influenza and pneumonia [J09-J18],8,2354
2021,Influenza and pneumonia [J09-J18],10,1648
2022,Influenza and pneumonia [J09-J18],8,2229
2018,Acute bronchitis and bronchiolitis [J20-J21],37,10
2019,Acute bronchitis and bronchiolitis [J20-J21],38,5
2020,Acute bronchitis and bronchiolitis [J20-J21],40,7
2021,Acute bronchitis and bronchiolitis [J20-J21],41,1
2022,Acute bronchitis and bronchiolitis [J20-J21],39,7
2018,Chronic lower respiratory diseases [J40-J47],5,4632
2019,Chronic lower respiratory diseases [J40-J47],5,4461
2020,Chronic lower respiratory diseases [J40-J47],6,4186
2021,Chronic lower respiratory diseases [J40-J47],6,3832
2022,Chronic lower respiratory diseases [J40-J47],6,4223
2018,"Pneumoconioses and chemical effects [J60-J66, J68]",34,30
2019,"Pneumoconioses and chemical effects [J60-J66, J68]",33,31
2020,"Pneumoconioses and chemical effects [J60-J66, J68]",34,31
2021,"Pneumoconioses and chemical effects [J60-J66, J68]",34,40
2022,"Pneumoconioses and chemical effects [J60-J66, J68]",35,27
2018,Pneumonitis due to solids and liquids [J69],16,557
2019,Pneumonitis due to solids and liquids [J69],17,545
2020,Pneumonitis due to solids and liquids [J69],17,616
2021,Pneumonitis due to solids and liquids [J69],15,729
2022,Pneumonitis due to solids and liquids [J69],15,886
2018,Peptic ulcer [K25-K28],22,216
2019,Peptic ulcer [K25-K28],22,218
2020,Peptic ulcer [K25-K28],21,270
2021,Peptic ulcer [K25-K28],21,262
2022,Peptic ulcer [K25-K28],21,240
2018,Diseases of appendix [K35-K38],36,17
2019,Diseases of appendix [K35-K38],35,27
2020,Diseases of appendix [K35-K38],36,22
2021,Diseases of appendix [K35-K38],36,21
2022,Diseases of appendix [K35-K38],36,25
2018,Hernia [K40-K46],23,187
2019,Hernia [K40-K46],25,187
2020,Hernia [K40-K46],26,175
2021,Hernia [K40-K46],26,175
2022,Hernia [K40-K46],24,204
2018,"Chronic liver disease and cirrhosis [K70, K73-K74]",10,1392
2019,"Chronic liver disease and cirrhosis [K70, K73-K74]",10,1512
2020,"Chronic liver disease and cirrhosis [K70, K73-K74]",10,1599
2021,"Chronic liver disease and cirrhosis [K70, K73-K74]",9,1702
2022,"Chronic liver disease and cirrhosis [K70, K73-K74]",10,1765
2018,Cholelithiasis and other disorders of gallbladder [K80-K82],24,186
2019,Cholelithiasis and other disorders of gallbladder [K80-K82],24,188
2020,Cholelithiasis and other disorders of gallbladder [K80-K82],25,206
2021,Cholelithiasis and other disorders of gallbladder [K80-K82],22,257
2022,Cholelithiasis and other disorders of gallbladder [K80-K82],23,219
2018,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",12,1333
2019,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",11,1420
2020,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",11,1499
2021,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",11,1443
2022,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",11,1583
2018,"Infections of kidney [N10-N12, N13.6, N15.1]",31,43
2019,"Infections of kidney [N10-N12, N13.6, N15.1]",30,48
2020,"Infections of kidney [N10-N12, N13.6, N15.1]",32,49
2021,"Infections of kidney [N10-N12, N13.6, N15.1]",30,62
2022,"Infections of kidney [N10-N12, N13.6, N15.1]",32,49
2018,Hyperplasia of prostate [N40],28,64
2019,Hyperplasia of prostate [N40],29,52
2020,Hyperplasia of prostate [N40],28,95
2021,Hyperplasia of prostate [N40],31,60
2022,Hyperplasia of prostate [N40],29,80
2018,Inflammatory diseases of female pelvic organs [N70-N76],38,9
2019,Inflammatory diseases of female pelvic organs [N70-N76],39,4
2020,Inflammatory diseases of female pelvic organs [N70-N76],38,9
